Case Description,Issue Type
"Dear Sir / Mdm, 

 

I have issue signing up with my mobile number +65 91094551. Appreciate your
assistance for the membership signing up application. Thanks. 

 

Best Regards,

Daniel Ngu

",Membership
"Hi Carissa, 

 

Thanks for your reply. 

 

Noted that I have previously registered under my FIN no. Appreciate your assistance on the procedure to update the NIRC details. Thanks. 

 

Best Regards,

Daniel Ngu

 

From: Active SG Helpdesk  
Sent: Monday, March 1, 2021 11:46 AM
To: danielngu.jib@gmail.com
Subject: Re: [CASE:213023] ActiveSG App - Issue with Signing up

 

Hi 

 

Thank you for writing to the ActiveSG technical helpdesk. 

 

We have checked with our system that you already have an existing account in ActiveSG. Please log in as an existing user instead. If you have forgotten your password, you may click on the “forgot password” link at the login page. 

 

Hope this helps! 

 

For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com  . For other enquiries, click here. https://members.myactivesg.com/feedback.

 

Thank you.

With Best Regards,

Carissa

ActiveSG Technical Helpdesk

iAPPS Pte Ltd

3 Fusionopolis Way, #13-24/25

Symbiosis, Singapore 138633

Helpline: 65941388

 

 

  _____  

From: danielngu.jib@gmail.com  
Date: 01-03-2021 11:36am
To: helpme@iappsasia.com  
Subject: [CASE:213023] ActiveSG App - Issue with Signing up

Dear Sir / Mdm, 

 

 

 

I have issue signing up with my mobile number +65 91094551. Appreciate your assistance for the membership signing up application. Thanks. 

 

 

 

Best Regards,

 

Daniel Ngu

 

",Membership
"Hi, please send this video to your IT to for his investigation.

On Sun, 28 Feb 2021, 17:53 Active SG Helpdesk,  wrote:

> Hi
>
> Thank you for writing in to the ActiveSG Technical Helpdesk.
>
>
> SportSG and ActiveSG Technical HelpDesk are currently looking into
> resolving this issue.
>
> We kindly advise members to make bookings on different devices and time
> slots in the meantime.
>
> We sincerely apologize for the inconvenience caused and appreciate your
> kind understanding and patience in the time being.
>
>
>
> For technical-related issues, contact us again at +65 65941388 (Mon to
> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
> click here. https://members.myactivesg.com/feedback.
>
> Best Regards,
> Rachel
>
> *ActiveSG Technical Helpdesk*
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* hlaivansee@gmail.com
> *Date:* 28/02/2021 12:08pm
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:212869] Re: [CASE:212768] Re: [CASE:212728] I can't book
> the load due to System loading
> Hi, this is how i manage to book the slot daily, but unfortunately
> yesterday your system is very high traffic and i was log in to book at 12pm
> still cannot make it, and as your mention u had secure a slot but no
> shopping cart showed up,
>
> My phone is Huawei mate 20
> Singtel gomo
>
>
> On Sat, 27 Feb 2021, 19:09 Active SG Helpdesk, 
> wrote:
>
>> Hi,
>>
>> We have attempt a booking for 2nd March and we did not encounter any
>> error. We have used an Android phone to attempt booking.
>>
>> We are not able to book for you and we do not have the access or
>> authority to override the booking system.
>>
>> We have also check that there are still available slot at Jurong Lake
>> Garden Gym.
>>
>> You may try to rebook the slot.
>>
>> Should issue still persist, kindly provide us with the following details
>> so we can forward to our developers to investigate.
>>
>> Phone model:
>>
>> OS Version:
>>
>> App version:
>>
>> Mobile data or:
>>
>>
>>
>> Thank you.
>> With Best Regards,
>> Azimah
>>
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* hlaivansee@gmail.com
>> *Date:* 27-02-2021 06:35pm
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:212768] Re: [CASE:212728] I can't book the load due to
>> System loading
>> Hi, so as you mention is system error, so please give me a slot
>>
>> On Sat, 27 Feb 2021, 18:08 Active SG Helpdesk, 
>> wrote:
>>
>>>  Hi,
>>>
>>> We have checked that you manage to secure a slot for your gym booking.
>>>
>>> Should the error prompted the next time attempt booking, you may try to
>>> check in your shopping cart first and ensure  that is no booking in your
>>> cart.
>>>
>>> Alternatively, you can log out from your account  - > kill app (close
>>> app) -> relaunch and rebook the slot.
>>>
>>> Thank you.
>>> With Best Regards,
>>> Azimah
>>>
>>> ActiveSG Technical Helpdesk
>>> iAPPS Pte Ltd
>>> 3 Fusionopolis Way, #13-24/25
>>> Symbiosis, Singapore 138633
>>> Helpline: 65941388
>>>
>>>
>>> ------------------------------
>>>
>>> *From:* hlaivansee@gmail.com
>>> *Date:* 27-02-2021 12:10pm
>>> *To:* helpme@iappsasia.com
>>> *Subject:* [CASE:212728] I can't book the load due to System loading
>>> Hi Sir,
>>>
>>> I log in to book the slot at 12pm sharp but i could not even book a slot
>>> for myself from 50 reduce slowly until 0slot
>>> I MAKE A SCREENRECORDER  pls assit on this
>>>
>>
",Booking
"Hi JC

Kindly help to check why this child certificate is not showing when claimed
to be completed.

Thanks

Warm Regards,
Phoebe Xie
Product Director
IAPPS Pte Ltd
3 Fusionopolis Way, Symbiosis #13-25 S(138633)
[O] 6463 1795   [F] 6778 5300
Website: www.iappsasia.com
Facebook: www.facebook.com/iappsasia
Youtube: www.youtube.com/user/iAPPSasia




On Wed, Feb 24, 2021 at 10:08 AM Active SG Helpdesk 
wrote:

>
> ------------------------------
>
> *From:* Yeo Yuan Ting 
> *Date:* 20/02/2021 09:25am
> *To:* Jianchuan huang 
> *Subject:* FW: [CASE:210958] Swim safer Certificate
> Hi JC,
>
> Kindly assist in generating the cert for the following member, details as
> attached.
>
> Name : Madhan Keniska
> NRIC   : T1073889F
> DOB    : 25/11/2010
>
> Assessment code: *LD2AF1CX*
>
> Thank you!
>
> Warmest Regards,
> Yuan Ting
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* mkeniska@gmail.com
> *Date:* 19/02/2021 09:25pm
> *To:* helpme@iappsasia.com
> *Subject:* Re: [CASE:210958] Swim safer Certificate
> Hi Azimah,
>
> Thank you for the reply.
>
> The assessment code is *LD2AF1CX.*
>
> Regards,
> Jayalakshmi
> HP : 9169 6591
>
> On Fri, 19 Feb 2021, 20:37 Active SG Helpdesk, 
> wrote:
>
>> Hi Jayalakshmi,
>>
>> We will need the assessment code for us to generate the correct
>> cert. Assessment code can get from the service provider or coach.
>>
>>
>> Thank you.
>> With Best Regards,
>> Azimah
>>
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* mkeniska@gmail.com
>> *Date:* 19-02-2021 01:51pm
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:210958] Swim safer Certificate
>> Dear sir/madam,
>>
>> My daughter has completed her swim safer test for level 6 on Jan 2021 at
>> Jurong Lake Garden swimming pool.
>>
>> The coach has issued e-certificate but it is not reflected in the
>> Activesg app.
>>
>> Please find attached the pics for your kind perusal.
>>
>> My daughter's details are as follows:
>> Name : Madhan Keniska
>> NRIC   : T1073889F
>> DOB    : 25/11/2010
>>
>> Kindly advice, when it would be reflected in the Activesg app.
>>
>> Thank you.
>>
>> Regards,
>> Jayalakshmi
>> HP : 9169 6591
>>
>
",SwimSafer
"Hi JC

Kindly help to check if this child show for her certificate

Thanks
Warm Regards,
Phoebe Xie
Product Director
IAPPS Pte Ltd
3 Fusionopolis Way, Symbiosis #13-25 S(138633)
[O] 6463 1795   [F] 6778 5300
Website: www.iappsasia.com
Facebook: www.facebook.com/iappsasia
Youtube: www.youtube.com/user/iAPPSasia




On Wed, Feb 24, 2021 at 10:08 AM Active SG Helpdesk 
wrote:

>
> ------------------------------
>
> *From:* Elizabeth Jane 
> *Date:* 23/02/2021 09:57am
> *To:* Jianchuan huang 
> *Subject:* FW: [CASE:210915] Re: Child Swimming E-Certificate Issue
> Hi JC,
>
> Please kindly assist with generating cert, thank you.
>
>
> Thanks and Best Regards,
> Elizabeth
> ------------------------------
>
> *From:* frankietan1212@gmail.com
> *Date:* 23/02/2021 09:44am
> *To:* helpme@iappsasia.com
> *Subject:* Re: [CASE:210915] Re: Child Swimming E-Certificate Issue
> Hi Azimah,
>
> Info as follow below :
>
> Assessment Code: *TMOB4J9S*
> Student name: *Tan Jun Kai*
> B/C number: *T1238191Z*
> Date of Birth: *28-11-2012*
>
> *Regards*
> *Frankie Tan*
> *97323105*
>
>
> On Fri, 19 Feb 2021 at 18:45, Active SG Helpdesk 
> wrote:
>
>>  Hi Frankie,
>>
>> Please provide us with the following so that we will be able to assist
>> you:
>>
>> Assessment Code:
>> Student name:
>> B/C number:
>> Date of Birth:
>>
>>
>> Thank you.
>> With Best Regards,
>> Azimah
>>
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* frankietan1212@gmail.com
>> *Date:* 19-02-2021 09:55am
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:210915] Re: Child Swimming E-Certificate Issue
>>
>> ACTIVESG
>>
>> Hello,
>>
>> Please check the Swimming E-Certificate for my son  Tan Jun Kai
>> T1238191Z.
>>
>> So far no received after completing practical and theory assessment ended
>> last year P2.
>>
>> Regards
>> Frankie
>> 97323105
>>
>> ------------------------------
>> *From:* frankie tan 
>> *Sent:* Tuesday, January 26, 2021 12:00:49 PM
>> *To:* sport_swimsafer@sport.gov.sg 
>> *Subject:* Child Swimming E-Certificate Issue
>>
>> Hi,
>>
>> Why my child still cannot get a Swimming E-Certificate from ActiveSG
>> portal after completing practical and theory assessment ended last year P2.
>> Please counter check.
>>
>> Tan Jun Kai T1238191Z
>>
>> Regards
>> Frankie
>> 9732310
>>
>
",SwimSafer
"Hello,

I have made a booking for squash 2 March 5pm at Kallang Squash Centre (please see email below).
However, as I am currently feeling unwell, I do not think it is advisable for me to continue on with the booking and to free up the slot to others. 

I have called the main hotline and Kallang Squash Centre earlier just now and henceforth sending the email to request for cancellation and refund if possible.

Please kindly advise.

Thank you,
Jaslyn

Sent from my iPhone

Begin forwarded message:

> From: no-reply@iappsasia.com
> Date: 21 February 2021 at 9:06:00 PM SGT
> To: ong.xinyu.jaslyn@gmail.com
> Subject: ActiveSG eReceipt
> 
> ﻿
",Booking
"Hi, i cant see to make payment with my card as it keeps saying merchabt
error.
",Booking
"Hi Helpdesk

We have checked and the certificate has been generated and tagged already
to this child account.
Please ask user to try again

Thanks

Warm Regards,
Phoebe Xie
Product Director
IAPPS Pte Ltd
3 Fusionopolis Way, Symbiosis #13-25 S(138633)
[O] 6463 1795   [F] 6778 5300
Website: www.iappsasia.com
Facebook: www.facebook.com/iappsasia
Youtube: www.youtube.com/user/iAPPSasia




On Wed, Feb 24, 2021 at 10:08 AM Active SG Helpdesk 
wrote:

>
> ------------------------------
>
> *From:* Yeo Yuan Ting 
> *Date:* 18/02/2021 07:03am
> *To:* Jianchuan huang 
> *Subject:* FW: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
> Hi JC,
>
> Can I check if the following cert has already been generated in the
> member's account?
>
> Details as follows:
>
> Assessment Code: FNUW4AFX
>
> Student name: Aaron Goh Eu Seng
>
> B/C number: T1318704A
>
> Date of Birth: 28th June 2013
>
> Thank you!
>
> Warmest Regards,
> Yuan Ting
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* kevingoh@mail.com
> *Date:* 17/02/2021 10:11pm
> *To:* helpme@iappsasia.com
> *Subject:* RE: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
> Hi,
>
>
>
>
>
>
>
> Can you please update on the progress of this? If not able to help me,
> should I escalate this matter to MCCY for resolution? Thanks.
>
>
>
>
>
>
>
> *From:* kevingoh@mail.com 
> *Sent:* Tuesday, 16 February 2021 6:06 pm
> *To:* 'Active SG Helpdesk' 
> *Subject:* RE: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
>
>
>
>
>
>
> Yes, I have switched to my Child’s account on my mobile ActiveSG app and
> stage 2 swim safer cert is still not there (only stage 1 is there).
> Attached are the screen shots and please fix this quickly…Thanks!
>
>
>
>
>
>
>
> *From:* Active SG Helpdesk 
> *Sent:* Tuesday, 16 February 2021 8:26 am
> *To:* kevingoh@mail.com
> *Subject:* Re: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
>
>
>
>
>
>
> Hi,
>
>
>
>
>
>
>
> Can we check if you have switch to your child account to view the cert?
> Able to take a screenshot of your child swimsafer page under his account?
>
>
>
> Thank you.
> With Best Regards,
> Azimah
>
>
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
>
>
>
>
>
>
>
>
>
>
> *From:* kevingoh@mail.com
> *Date:* 15-02-2021 09:29pm
> *To:* helpme@iappsasia.com
> *Subject:* RE: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
>
>
> Hi,
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Any update on this? Thanks.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> *From:* kevingoh@mail.com 
> *Sent:* Wednesday, 10 February 2021 3:19 pm
> *To:* 'Active SG Helpdesk' 
> *Subject:* RE: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Hi,
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Below as Requested. Please advise when it is completed, so that I can
> check the ActiveSG app. Thanks.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Assessment Code: FNUW4AFX
>
>
>
>
>
>
>
> Student name: Aaron Goh Eu Seng
>
>
>
>
>
>
>
> B/C number: T1318704A
>
>
>
>
>
>
>
> Date of Birth: 28th June 2013
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> *From:* Active SG Helpdesk 
> *Sent:* Wednesday, 10 February 2021 11:24 am
> *To:* kevingoh@mail.com
> *Subject:* Re: [CASE:209225] Swim Safer Stage 2 Certificate not updated
> in ActiveSG app
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Hi,
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Thank you for writing to ActiveSG Technical HelpDesk.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Please provide us with the following so that we will be able to assist you:
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Assessment Code: FNUW4AFX
>
>
>
>
>
>
>
> Student name:
>
>
>
>
>
>
>
> B/C number:
>
>
>
>
>
>
>
> Date of Birth:
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> For technical-related issues, contact us again at +65 65941388 (Mon to
> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
> click here. https://members.myactivesg.com/feedback.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Thank you.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> With Best Regards,
>
>
>
>
>
>
>
> Shima
>
>
>
>
>
>
>
> ActiveSG Technical Helpdesk
>
>
>
>
>
>
>
> iAPPS Pte Ltd
>
>
>
>
>
>
>
> 3 Fusionopolis Way, #13-24/25
>
>
>
>
>
>
>
> Symbiosis, Singapore 138633
>
>
>
>
>
>
>
> Helpline: 65941388
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> *From:* kevingoh@mail.com
> *Date:* 10/02/2021 11:17am
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:209225] Swim Safer Stage 2 Certificate not updated in
> ActiveSG app
>
>
>
>
>
>
>
> Hi,
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Can you please help me as I am not able to view my son’s Swim Safer Stage
> 2 Certificate in my ActiveSG app?
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Attached is the Certificate, and also the assessment code, venue, date and
> time of assessment. Please check if there is an issue as the app has not
> been updated with the cert.
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Thanks and Regards,
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Mr Kevin Goh
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> Mob: +65 – 9759 9607
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> [image: Image removed by sender.]
> 
>
>
>
>
>
>
>
> Virus-free. www.avg.com
> 
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
",SwimSafer
"I am using ActiveSG app for gym facilities booking.  I had trying to book
whenever it's open for booking, I got the slot but the app goes ""loading""
for more than 20 over mins without any response.. so as I had to backward
click to get out of the ""loading"" loops. And after tat I try rebook again
but all the slots had been taken.

I had checked, my hp location is always on. Is there any other settings I
have to turn on before I do the booking?

Best  regards
Steven
",iOS
"Dear Iapp and team,
  please assist in the below by today.

thank you very much:)

appreciate it

STTITUDE SWIM SCHOOL PTE. LTD.
www.facebook.com/STTITUDE
sttitudesports@gmail.com
Hp: 94880554


---------- Forwarded message ---------
From: Sttitude Swim School 
Date: Mon, Mar 1, 2021 at 1:03 PM
Subject: Re: Change of Swimsafer Assessment of Student (Corporation Primary
School)
To: Wei Loon Daryl Ong 
Cc: Jayme JACOB (SPORT) , <
mohammad_farris_from.TP@sport.gov.sg>


Dear Jayme and Farris,
   May i bring your urgent attention to assist in amending the system for
the below mentioned student under Corporation Primary School MOE project

(1)
REN RUIYING
2011/07/21
T1121020H
Test date: 3/3/2021 11am
Test pool: Jurong Lake
*Need to change from Stage 1 to Stage 3

(2)
CHIN JIA HAO BRYAN
2011/04/09
T1110556J
Test date: 8/3/2021 11am
Test pool: Jurong West
*Need to change from Stage 1 to Stage 4

Please kindly get back to us by tomorrow after you have amended it in the
system.

Thank you very much and appreciate your help


STTITUDE SWIM SCHOOL PTE. LTD.
www.facebook.com/STTITUDE
sttitudesports@gmail.com
Hp: 94880554


On Fri, Feb 26, 2021 at 11:54 AM Wei Loon Daryl Ong <
ong_wei_loon_daryl@moe.edu.sg> wrote:

> Dear Jayme & Farris,
>
>
>
> I am Mr Ong, HOD PE of Corporation Primary School.
>
>
>
> My P4 students are currently undergoing swimsafer 2.0 and I would like to
> request in a change of assessment for 1 of my students under assessment
> code: ORLKBKVR.
>
>
>
> 1)      Name: Chin Jia Hao Bryan               Class: 3.2
>
>
>
> I understand from my vendor, Sttitude swim school that they will not be
> able to make any further changes upon published.
>
>
>
> I seek your understanding as I was only recently updated by the parent of
> his child’s swimming proficiency.
>
>
>
> To serve better meaning and purpose for the child, I seek your
> understanding and help to allow the above mentioned child, Bryan to take an
> assessment that is relevant to his competency (Swimsafer Stage 4, Bronze).
>
>
> I look forward to hear from you soon.
>
>
> Warmest Regards,
> Daryl Ong
> Head of Department (PAM/CCA)
> Corporation Primary School
> *31 Jurong West St 24, Singapore 648347 ● *
> https://corporationpri.moe.edu.sg
>
> Nurturing Pupils who C.A.R.E. to succeed
>
> *Respect. Integrity. Compassion. Humility. Endurance. Responsibility*
> Tel: +65 6795 7381 • Fax: +65 6795 7098 •
> https://corporationpri.moe.edu.sg
> *CONFIDENTIALITY*: If this email has been sent to you by mistake, please
> notify the sender and delete it immediately, thank you.
>
>
>
>
",SwimSafer
"Hi Helpdesk We have checked and this account's practical score is failed.

In future, for such cases to check eCert, please help to verify:
1. Helpdesk to check in POS/admin panel if participant has an account in
activesg & created date is before practical score.
2. Then if no. 1 not ok, ask Participant to ask who is their coach and ask
them to verify if they have pass or fail. Failed accounts will not have
eCert.
Thanks

Warm Regards,
Phoebe Xie
Product Director
IAPPS Pte Ltd
3 Fusionopolis Way, Symbiosis #13-25 S(138633)
[O] 6463 1795   [F] 6778 5300
Website: www.iappsasia.com
Facebook: www.facebook.com/iappsasia
Youtube: www.youtube.com/user/iAPPSasia




On Mon, Mar 1, 2021 at 12:43 PM Phoebe  wrote:

> Hi JC
>
> Kindly help to check if this child show for her certificate
>
> Thanks
> Warm Regards,
> Phoebe Xie
> Product Director
> IAPPS Pte Ltd
> 3 Fusionopolis Way, Symbiosis #13-25 S(138633)
> [O] 6463 1795   [F] 6778 5300
> Website: www.iappsasia.com
> Facebook: www.facebook.com/iappsasia
> Youtube: www.youtube.com/user/iAPPSasia
>
>
>
>
> On Wed, Feb 24, 2021 at 10:08 AM Active SG Helpdesk 
> wrote:
>
>>
>> ------------------------------
>>
>> *From:* Elizabeth Jane 
>> *Date:* 23/02/2021 09:57am
>> *To:* Jianchuan huang 
>> *Subject:* FW: [CASE:210915] Re: Child Swimming E-Certificate Issue
>> Hi JC,
>>
>> Please kindly assist with generating cert, thank you.
>>
>>
>> Thanks and Best Regards,
>> Elizabeth
>> ------------------------------
>>
>> *From:* frankietan1212@gmail.com
>> *Date:* 23/02/2021 09:44am
>> *To:* helpme@iappsasia.com
>> *Subject:* Re: [CASE:210915] Re: Child Swimming E-Certificate Issue
>> Hi Azimah,
>>
>> Info as follow below :
>>
>> Assessment Code: *TMOB4J9S*
>> Student name: *Tan Jun Kai*
>> B/C number: *T1238191Z*
>> Date of Birth: *28-11-2012*
>>
>> *Regards*
>> *Frankie Tan*
>> *97323105*
>>
>>
>> On Fri, 19 Feb 2021 at 18:45, Active SG Helpdesk 
>> wrote:
>>
>>>  Hi Frankie,
>>>
>>> Please provide us with the following so that we will be able to assist
>>> you:
>>>
>>> Assessment Code:
>>> Student name:
>>> B/C number:
>>> Date of Birth:
>>>
>>>
>>> Thank you.
>>> With Best Regards,
>>> Azimah
>>>
>>> ActiveSG Technical Helpdesk
>>> iAPPS Pte Ltd
>>> 3 Fusionopolis Way, #13-24/25
>>> Symbiosis, Singapore 138633
>>> Helpline: 65941388
>>>
>>>
>>> ------------------------------
>>>
>>> *From:* frankietan1212@gmail.com
>>> *Date:* 19-02-2021 09:55am
>>> *To:* helpme@iappsasia.com
>>> *Subject:* [CASE:210915] Re: Child Swimming E-Certificate Issue
>>>
>>> ACTIVESG
>>>
>>> Hello,
>>>
>>> Please check the Swimming E-Certificate for my son  Tan Jun Kai
>>> T1238191Z.
>>>
>>> So far no received after completing practical and theory
>>> assessment ended last year P2.
>>>
>>> Regards
>>> Frankie
>>> 97323105
>>>
>>> ------------------------------
>>> *From:* frankie tan 
>>> *Sent:* Tuesday, January 26, 2021 12:00:49 PM
>>> *To:* sport_swimsafer@sport.gov.sg 
>>> *Subject:* Child Swimming E-Certificate Issue
>>>
>>> Hi,
>>>
>>> Why my child still cannot get a Swimming E-Certificate from ActiveSG
>>> portal after completing practical and theory assessment ended last year P2.
>>> Please counter check.
>>>
>>> Tan Jun Kai T1238191Z
>>>
>>> Regards
>>> Frankie
>>> 9732310
>>>
>>
",SwimSafer
