,Housing_free,Housing_own,Housing_rent,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_bad,Risk_good,Age,Job,Saving accounts,Checking account,Credit amount,Duration,Risk
642,0,1,0,0,0,0,1,0,0,0,0,1,0,40,3,2,0,4623,15,0
643,0,1,0,0,0,0,0,0,1,0,0,0,1,33,2,1,0,1851,24,1
644,0,1,0,0,0,0,0,0,1,0,0,0,1,32,3,1,1,1880,18,1
645,0,0,1,1,0,0,0,0,0,0,0,1,0,27,2,0,0,7980,36,0
646,0,1,0,0,0,0,0,1,0,0,0,0,1,32,2,1,1,4583,30,1
647,0,1,0,0,1,0,0,0,0,0,0,1,0,26,2,3,0,1386,12,0
648,1,0,0,0,1,0,0,0,0,0,0,1,0,38,2,1,4,947,24,0
649,0,0,1,0,0,0,1,0,0,0,0,1,0,40,1,1,1,684,12,0
650,1,0,0,0,0,0,1,0,0,0,0,0,1,50,3,1,1,7476,48,1
651,0,1,0,0,0,0,0,1,0,0,0,1,0,37,1,1,2,1922,12,0
652,0,1,0,0,1,0,0,0,0,0,0,1,0,45,2,1,1,2303,24,0
653,0,1,0,0,1,0,0,0,0,0,0,1,0,42,3,2,2,8086,36,0
654,0,1,0,0,1,0,0,0,0,0,0,0,1,35,2,1,0,2346,24,1
655,1,0,0,0,1,0,0,0,0,0,0,0,1,22,2,1,1,3973,14,1
656,0,1,0,0,1,0,0,0,0,0,0,1,0,41,1,1,2,888,12,0
657,0,1,0,0,0,0,0,0,1,0,0,0,1,37,2,0,0,10222,48,1
658,0,1,0,1,0,0,0,0,0,0,0,0,1,28,2,1,2,4221,30,1
659,0,1,0,0,0,0,0,1,0,0,0,0,1,41,2,1,2,6361,18,1
660,0,0,1,0,0,0,0,0,1,0,0,0,1,23,2,1,4,1297,12,1
661,0,1,0,0,1,0,0,0,0,0,0,1,0,23,2,0,1,900,12,0
662,0,1,0,0,0,0,0,1,0,0,0,0,1,50,2,1,0,2241,21,1
663,0,1,0,0,0,0,0,1,0,0,0,0,1,35,3,1,2,1050,6,1
664,0,1,0,0,0,0,1,0,0,0,0,0,1,50,1,1,4,1047,6,1
665,0,1,0,0,0,0,0,0,0,0,1,0,1,27,3,1,0,6314,24,1
666,0,1,0,0,0,0,0,1,0,0,0,0,1,34,2,4,2,3496,30,1
667,0,1,0,1,0,0,0,0,0,0,0,0,1,27,2,1,0,3609,48,1
668,0,0,1,0,1,0,0,0,0,0,0,1,0,43,2,1,1,4843,12,0
669,0,1,0,0,0,0,0,0,1,0,0,0,1,47,2,1,4,3017,30,1
670,0,1,0,1,0,0,0,0,0,0,0,0,1,27,1,2,0,4139,24,1
671,0,1,0,1,0,0,0,0,0,0,0,0,1,31,2,2,0,5742,36,1
672,0,1,0,0,1,0,0,0,0,0,0,0,1,42,3,1,0,10366,60,1
673,0,1,0,0,1,0,0,0,0,0,0,0,1,24,2,3,0,2080,6,1
674,0,1,0,1,0,0,0,0,0,0,0,1,0,41,1,3,0,2580,21,0
675,0,0,1,0,0,0,0,0,1,0,0,0,1,26,3,1,0,4530,30,1
676,0,1,0,0,0,0,0,1,0,0,0,0,1,33,2,1,0,5150,24,1
677,0,1,0,0,0,0,0,0,1,0,0,1,0,24,2,2,2,5595,72,0
678,0,0,1,0,0,0,0,0,1,0,0,0,1,64,1,1,1,2384,24,1
679,0,1,0,0,0,0,0,0,1,0,0,0,1,26,2,1,0,1453,18,1
680,0,1,0,0,0,0,1,0,0,0,0,0,1,56,2,1,0,1538,6,1
681,1,0,0,0,0,0,0,0,1,0,0,0,1,37,2,0,0,2279,12,1
682,0,1,0,0,0,0,0,0,1,0,0,0,1,33,2,1,0,1478,15,1
683,1,0,0,0,0,0,0,0,1,0,0,0,1,47,2,1,0,5103,24,1
684,0,1,0,1,0,0,0,0,0,0,0,0,1,31,1,2,2,9857,36,1
685,1,0,0,0,1,0,0,0,0,0,0,0,1,34,2,0,0,6527,60,1
686,0,1,0,0,0,0,0,0,1,0,0,0,1,27,2,0,4,1347,10,1
687,1,0,0,0,1,0,0,0,0,0,0,0,1,30,2,2,2,2862,36,1
688,0,1,0,0,0,0,0,0,1,0,0,0,1,35,2,2,0,2753,9,1
689,0,1,0,0,1,0,0,0,0,0,0,0,1,31,2,4,1,3651,12,1
690,0,1,0,0,0,0,0,1,0,0,0,0,1,25,2,1,1,975,15,1
691,0,1,0,0,0,0,0,0,0,1,0,0,1,25,1,2,2,2631,15,1
692,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,2,2,2896,24,1
693,0,1,0,0,1,0,0,0,0,0,0,0,1,44,1,0,1,4716,6,1
694,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,0,2284,24,1
695,0,0,1,0,1,0,0,0,0,0,0,0,1,50,2,3,0,1236,6,1
696,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,1,2,1103,12,1
697,0,1,0,0,1,0,0,0,0,0,0,0,1,38,0,1,0,926,12,1
698,0,1,0,0,0,0,0,0,1,0,0,0,1,24,2,1,0,1800,18,1
699,0,0,1,0,0,0,1,0,0,0,0,0,1,40,3,1,4,1905,15,1
700,0,0,1,0,0,0,0,1,0,0,0,1,0,29,1,3,0,1123,12,0
701,1,0,0,0,1,0,0,0,0,0,0,1,0,46,2,1,1,6331,48,0
702,1,0,0,0,0,0,0,0,1,0,0,0,1,47,2,2,4,1377,24,1
703,0,1,0,1,0,0,0,0,0,0,0,0,1,41,2,2,2,2503,30,1
704,0,1,0,1,0,0,0,0,0,0,0,0,1,32,2,1,2,2528,27,1
705,1,0,0,0,1,0,0,0,0,0,0,0,1,35,2,3,0,5324,15,1
706,0,1,0,0,1,0,0,0,0,0,0,1,0,24,2,2,2,6560,48,0
707,0,0,1,0,0,0,0,1,0,0,0,1,0,25,2,1,2,2969,12,0
708,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,1,2,1206,9,1
709,0,1,0,0,0,0,0,0,1,0,0,0,1,37,1,1,2,2118,9,1
710,0,1,0,0,0,0,0,0,1,0,0,0,1,32,3,3,0,629,18,1
711,1,0,0,0,0,0,1,0,0,0,0,1,0,35,2,1,1,1198,6,0
712,0,1,0,0,1,0,0,0,0,0,0,0,1,46,3,0,0,2476,21,1
713,0,1,0,0,0,0,0,0,1,0,0,0,1,25,1,1,1,1138,9,1
714,0,1,0,0,1,0,0,0,0,0,0,1,0,27,3,1,2,14027,60,0
715,0,1,0,0,1,0,0,0,0,0,0,0,1,63,2,0,0,7596,30,1
716,0,1,0,0,0,0,0,0,1,0,0,0,1,40,2,0,0,3077,30,1
717,1,0,0,0,0,0,0,0,1,0,0,0,1,32,3,1,0,1505,18,1
718,0,1,0,0,0,0,0,0,1,0,0,0,1,31,2,0,4,3148,24,1
719,0,1,0,0,1,0,0,0,0,0,0,0,1,31,2,2,2,6148,20,1
720,0,1,0,0,0,0,0,0,1,0,0,1,0,34,3,1,4,1337,9,0
721,0,0,1,0,0,0,1,0,0,0,0,1,0,24,2,4,2,433,6,0
722,0,1,0,0,1,0,0,0,0,0,0,1,0,24,1,1,1,1228,12,0
723,0,1,0,0,0,0,0,0,1,0,0,0,1,66,1,3,2,790,9,1
724,0,0,1,0,1,0,0,0,0,0,0,1,0,21,2,1,0,2570,27,0
725,0,1,0,0,1,0,0,0,0,0,0,0,1,41,1,4,0,250,6,1
726,0,1,0,0,0,0,0,0,1,0,0,0,1,47,1,3,0,1316,15,1
727,0,0,1,0,0,0,0,0,1,0,0,1,0,25,2,1,1,1882,18,0
728,0,0,1,1,0,0,0,0,0,0,0,1,0,59,2,1,2,6416,48,0
729,0,1,0,1,0,0,0,0,0,0,0,0,1,36,2,4,4,1275,24,1
730,0,1,0,0,0,0,0,0,1,0,0,0,1,33,2,1,2,6403,24,1
731,0,0,1,0,0,0,0,0,1,0,0,1,0,21,1,1,1,1987,24,0
732,0,1,0,0,0,0,0,0,1,0,0,0,1,44,1,1,2,760,8,1
733,0,0,1,0,1,0,0,0,0,0,0,0,1,28,2,4,0,2603,24,1
734,0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,1,0,3380,4,1
735,0,1,0,0,0,1,0,0,0,0,0,0,1,29,0,0,2,3990,36,1
736,0,0,1,0,1,0,0,0,0,0,0,1,0,23,3,1,2,11560,24,0
737,0,1,0,0,1,0,0,0,0,0,0,0,1,35,1,2,1,4380,18,1
738,0,1,0,0,1,0,0,0,0,0,0,0,1,45,3,1,0,6761,6,1
739,0,0,1,1,0,0,0,0,0,0,0,1,0,26,1,2,2,4280,30,0
740,0,1,0,0,1,0,0,0,0,0,0,0,1,32,2,2,1,2325,24,1
741,0,1,0,0,0,0,0,0,1,0,0,0,1,23,1,1,2,1048,10,1
742,0,1,0,0,0,0,0,0,1,0,0,0,1,41,2,0,0,3160,21,1
743,0,1,0,0,0,0,0,1,0,0,0,0,1,22,2,3,1,2483,24,1
744,0,1,0,0,0,0,0,1,0,0,0,0,1,30,3,0,1,14179,39,1
745,0,1,0,1,0,0,0,0,0,0,0,0,1,28,1,1,1,1797,13,1
746,0,0,1,0,1,0,0,0,0,0,0,0,1,23,2,1,1,2511,15,1
747,0,1,0,0,1,0,0,0,0,0,0,1,0,37,1,1,1,1274,12,0
748,0,1,0,0,1,0,0,0,0,0,0,0,1,26,2,0,0,5248,21,1
749,0,1,0,0,1,0,0,0,0,0,0,0,1,33,2,1,0,3029,15,1
750,0,1,0,0,0,0,0,1,0,0,0,0,1,49,2,1,1,428,6,1
751,0,1,0,0,1,0,0,0,0,0,0,1,0,23,1,1,1,976,18,0
752,0,0,1,1,0,0,0,0,0,0,0,0,1,23,1,2,2,841,12,1
753,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,1,0,5771,30,1
754,1,0,0,0,0,0,0,0,0,1,0,1,0,55,2,4,0,1555,12,0
755,0,0,1,0,1,0,0,0,0,0,0,1,0,32,2,0,1,1285,24,0
756,0,1,0,0,1,0,0,0,0,0,0,0,1,74,0,1,4,1299,6,1
757,1,0,0,0,0,0,0,0,1,0,0,1,0,39,2,0,4,1271,15,0
758,0,1,0,0,1,0,0,0,0,0,0,0,1,31,2,1,0,1393,24,1
759,0,1,0,0,1,0,0,0,0,0,0,1,0,35,2,1,1,691,12,0
760,0,1,0,0,1,0,0,0,0,0,0,0,1,59,2,0,0,5045,15,1
761,0,0,1,0,0,0,0,1,0,0,0,1,0,24,2,1,1,2124,18,0
762,0,1,0,0,0,0,0,0,1,0,0,0,1,24,1,1,1,2214,12,1
763,1,0,0,0,1,0,0,0,0,0,0,1,0,30,3,0,0,12680,21,0
764,0,1,0,0,1,0,0,0,0,0,0,0,1,27,2,2,0,2463,24,1
765,0,1,0,0,0,0,0,0,1,0,0,0,1,40,1,1,2,1155,12,1
766,0,1,0,0,0,0,0,1,0,0,0,1,0,31,1,1,1,3108,30,0
767,0,0,1,0,1,0,0,0,0,0,0,0,1,31,2,0,0,2901,10,1
768,0,0,1,0,0,0,0,1,0,0,0,0,1,28,2,1,2,3617,12,1
769,0,1,0,0,0,0,0,0,1,0,0,0,1,63,1,1,0,1655,12,1
770,0,0,1,0,1,0,0,0,0,0,0,0,1,26,2,0,1,2812,24,1
771,0,1,0,0,0,0,1,0,0,0,0,1,0,25,3,1,1,8065,36,0
772,0,1,0,0,1,0,0,0,0,0,0,0,1,36,3,1,0,3275,21,1
773,0,1,0,0,0,0,0,0,1,0,0,0,1,52,2,2,0,2223,24,1
774,1,0,0,0,1,0,0,0,0,0,0,0,1,66,0,3,4,1480,12,1
775,0,0,1,0,1,0,0,0,0,0,0,1,0,25,2,0,1,1371,24,0
776,0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,1,0,3535,36,1
777,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,1,1,3509,18,1
778,0,1,0,0,1,0,0,0,0,0,0,0,1,38,3,4,0,5711,36,1
779,0,1,0,0,0,0,0,0,0,1,0,0,1,67,2,1,2,3872,18,1
780,0,1,0,0,0,0,0,0,1,0,0,1,0,25,2,1,2,4933,39,0
781,0,1,0,0,1,0,0,0,0,0,0,0,1,60,2,4,0,1940,24,1
782,0,1,0,0,0,0,1,0,0,0,0,0,1,31,1,1,2,1410,12,1
783,0,1,0,0,1,0,0,0,0,0,0,1,0,23,1,2,2,836,12,0
784,0,1,0,0,1,0,0,0,0,0,0,0,1,60,3,0,2,6468,20,1
785,0,1,0,1,0,0,0,0,0,0,0,0,1,35,1,4,2,1941,18,1
786,0,1,0,0,0,0,0,0,1,0,0,0,1,40,2,3,0,2675,22,1
787,0,1,0,0,1,0,0,0,0,0,0,0,1,38,2,0,0,2751,48,1
788,1,0,0,0,0,0,1,0,0,0,0,1,0,50,2,1,2,6224,48,0
789,0,1,0,0,0,0,1,0,0,0,0,1,0,27,2,1,1,5998,40,0
790,0,1,0,1,0,0,0,0,0,0,0,1,0,39,2,1,2,1188,21,0
791,0,1,0,0,1,0,0,0,0,0,0,0,1,41,3,0,0,6313,24,1
792,0,1,0,0,0,0,0,1,0,0,0,0,1,27,2,0,0,1221,6,1
793,1,0,0,0,0,0,0,1,0,0,0,0,1,51,2,1,4,2892,24,1
794,0,0,1,0,0,0,0,1,0,0,0,0,1,32,2,3,0,3062,24,1
795,0,0,1,0,0,0,0,1,0,0,0,0,1,22,2,2,0,2301,9,1
796,1,0,0,0,1,0,0,0,0,0,0,1,0,51,2,0,1,7511,18,0
797,0,0,1,0,0,0,0,1,0,0,0,0,1,22,1,1,0,1258,12,1
798,0,1,0,0,1,0,0,0,0,0,0,0,1,54,2,0,0,717,24,1
799,0,1,0,0,1,0,0,0,0,0,0,0,1,35,0,0,2,1549,9,1
800,1,0,0,0,0,0,1,0,0,0,0,0,1,54,2,1,0,1597,24,1
801,0,0,1,0,0,0,0,0,1,0,0,0,1,48,1,1,2,1795,18,1
802,0,1,0,0,0,0,0,1,0,0,0,0,1,24,2,1,1,4272,20,1
803,0,1,0,0,0,0,0,0,1,0,0,0,1,35,2,0,0,976,12,1
804,0,0,1,0,1,0,0,0,0,0,0,0,1,24,0,0,2,7472,12,1
805,0,1,0,0,1,0,0,0,0,0,0,1,0,24,2,1,1,9271,36,0
806,0,1,0,0,0,0,0,0,1,0,0,0,1,26,1,1,2,590,6,1
807,0,1,0,0,0,0,0,0,1,0,0,0,1,65,2,0,0,930,12,1
808,1,0,0,0,1,0,0,0,0,0,0,0,1,55,3,1,2,9283,42,1
809,0,0,1,0,1,0,0,0,0,0,0,1,0,26,0,1,2,1778,15,0
810,0,1,0,1,0,0,0,0,0,0,0,0,1,26,2,1,2,907,8,1
811,0,1,0,0,0,0,0,0,1,0,0,0,1,28,1,1,2,484,6,1
812,0,1,0,0,1,0,0,0,0,0,0,1,0,24,2,1,1,9629,36,0
813,0,1,0,0,0,1,0,0,0,0,0,1,0,54,2,1,1,3051,48,0
814,1,0,0,0,1,0,0,0,0,0,0,1,0,46,2,1,1,3931,48,0
815,0,0,1,0,1,0,0,0,0,0,0,0,1,54,2,1,2,7432,36,1
816,0,1,0,0,0,1,0,0,0,0,0,0,1,62,2,3,0,1338,6,1
817,0,0,1,0,0,0,0,0,1,0,0,0,1,24,2,1,0,1554,6,1
818,0,1,0,0,0,0,0,0,0,0,1,0,1,43,3,1,1,15857,36,1
819,0,1,0,0,0,0,0,0,1,0,0,1,0,26,2,1,1,1345,18,0
820,0,1,0,0,1,0,0,0,0,0,0,0,1,27,2,1,0,1101,12,1
821,0,1,0,0,0,0,0,0,1,0,0,0,1,24,2,1,4,3016,12,1
822,0,1,0,0,0,0,0,1,0,0,0,1,0,41,2,1,1,2712,36,0
823,0,1,0,0,1,0,0,0,0,0,0,0,1,47,1,1,1,731,8,1
824,0,1,0,0,0,0,0,1,0,0,0,0,1,35,3,1,0,3780,18,1
825,0,1,0,0,1,0,0,0,0,0,0,0,1,30,2,1,1,1602,21,1
826,0,0,1,0,1,0,0,0,0,0,0,1,0,33,2,1,1,3966,18,0
827,0,1,0,1,0,0,0,0,0,0,0,1,0,36,2,1,0,4165,18,0
828,1,0,0,0,1,0,0,0,0,0,0,1,0,47,2,0,1,8335,36,0
829,1,0,0,1,0,0,0,0,0,0,0,0,1,38,2,0,2,6681,48,1
830,0,1,0,1,0,0,0,0,0,0,0,0,1,44,2,3,0,2375,24,1
831,0,0,1,0,1,0,0,0,0,0,0,1,0,23,2,1,1,1216,18,0
832,0,0,1,1,0,0,0,0,0,0,0,1,0,29,2,1,1,11816,45,0
833,0,1,0,0,0,0,0,0,1,0,0,0,1,42,2,0,2,5084,24,1
834,0,1,0,0,0,0,0,0,1,0,0,1,0,25,1,1,4,2327,15,0
835,0,1,0,0,1,0,0,0,0,0,0,1,0,48,2,1,1,1082,12,0
836,0,1,0,0,0,0,0,0,1,0,0,0,1,21,2,0,0,886,12,1
837,0,0,1,0,0,0,0,1,0,0,0,0,1,23,1,1,0,601,4,1
838,0,1,0,0,1,0,0,0,0,0,0,0,1,63,2,1,1,2957,24,1
839,0,1,0,0,0,0,0,0,1,0,0,0,1,46,2,1,0,2611,24,1
840,0,1,0,0,0,0,0,1,0,0,0,1,0,29,2,1,1,5179,36,0
841,0,1,0,0,1,0,0,0,0,0,0,0,1,28,1,1,0,2993,21,1
842,0,1,0,0,0,0,0,0,0,1,0,1,0,23,2,1,0,1943,18,0
843,0,1,0,1,0,0,0,0,0,0,0,0,1,50,2,1,0,1559,24,1
844,0,1,0,0,0,0,0,1,0,0,0,0,1,47,2,1,0,3422,18,1
845,0,1,0,0,0,0,0,1,0,0,0,0,1,35,2,0,2,3976,21,1
846,0,0,1,0,1,0,0,0,0,0,0,1,0,68,2,0,0,6761,18,0
847,0,1,0,0,1,0,0,0,0,0,0,0,1,28,2,1,0,1249,24,1
848,0,1,0,0,0,0,0,0,1,0,0,0,1,59,2,1,1,1364,9,1
849,0,1,0,0,0,0,0,0,1,0,0,1,0,57,1,1,1,709,12,0
850,0,0,1,0,1,0,0,0,0,0,0,1,0,33,2,1,1,2235,20,0
851,0,1,0,0,1,0,0,0,0,0,0,0,1,43,2,0,0,4042,24,1
852,1,0,0,0,0,0,0,0,1,0,0,0,1,35,2,1,0,1471,15,1
853,1,0,0,0,1,0,0,0,0,0,0,1,0,32,1,1,1,1442,18,0
854,0,1,0,0,1,0,0,0,0,0,0,0,1,45,2,1,0,10875,36,1
855,0,1,0,0,1,0,0,0,0,0,0,0,1,33,2,2,0,1474,24,1
856,0,1,0,0,0,0,1,0,0,0,0,0,1,40,2,0,0,894,10,1
857,1,0,0,0,0,0,0,1,0,0,0,0,1,28,2,1,0,3343,15,1
858,0,1,0,0,1,0,0,0,0,0,0,1,0,29,2,1,1,3959,15,0
859,0,0,1,0,1,0,0,0,0,0,0,0,1,26,2,2,0,3577,9,1
860,0,1,0,0,1,0,0,0,0,0,0,0,1,27,2,4,0,5804,24,1
861,0,1,0,1,0,0,0,0,0,0,0,1,0,28,2,1,0,2169,18,0
862,0,1,0,0,0,0,0,0,1,0,0,1,0,35,2,1,1,2439,24,0
863,0,1,0,0,0,0,0,1,0,0,0,0,1,32,1,4,0,4526,27,1
864,0,0,1,0,0,0,0,1,0,0,0,1,0,25,1,1,0,2210,10,0
865,0,0,1,0,0,0,0,1,0,0,0,0,1,20,2,3,0,2221,15,1
866,0,1,0,0,0,0,0,0,1,0,0,0,1,27,2,1,1,2389,18,1
867,0,1,0,0,0,0,0,1,0,0,0,0,1,42,2,1,0,3331,12,1
868,0,1,0,1,0,0,0,0,0,0,0,0,1,37,2,0,0,7409,36,1
869,0,0,1,0,0,0,0,1,0,0,0,0,1,24,2,1,1,652,12,1
870,0,1,0,0,0,0,0,1,0,0,0,0,1,40,2,3,0,7678,36,1
871,0,1,0,0,1,0,0,0,0,0,0,0,1,46,2,1,4,1343,6,1
872,0,1,0,1,0,0,0,0,0,0,0,0,1,26,2,2,1,1382,24,1
873,0,1,0,0,0,1,0,0,0,0,0,0,1,24,2,0,0,874,15,1
874,0,1,0,0,0,0,0,1,0,0,0,0,1,29,1,1,1,3590,12,1
875,0,1,0,0,1,0,0,0,0,0,0,0,1,40,2,4,2,1322,11,1
876,1,0,0,0,0,0,0,0,1,0,0,0,1,36,3,1,1,1940,18,1
877,0,1,0,0,0,0,0,0,1,0,0,0,1,28,2,1,0,3595,36,1
878,1,0,0,0,1,0,0,0,0,0,0,1,0,27,3,1,1,1422,9,0
879,0,1,0,0,0,0,0,0,1,0,0,0,1,36,2,0,0,6742,30,1
880,0,1,0,0,1,0,0,0,0,0,0,0,1,38,3,1,0,7814,24,1
881,1,0,0,0,1,0,0,0,0,0,0,0,1,48,2,0,0,9277,24,1
882,0,1,0,0,1,0,0,0,0,0,0,0,1,36,2,0,2,2181,30,1
883,0,1,0,0,0,0,0,0,1,0,0,0,1,65,0,1,0,1098,18,1
884,0,1,0,0,0,0,0,1,0,0,0,1,0,43,2,1,2,4057,24,0
885,0,1,0,0,0,0,1,0,0,0,0,1,0,53,2,1,1,795,12,0
886,0,1,0,1,0,0,0,0,0,0,0,0,1,34,2,0,2,2825,24,1
887,0,1,0,1,0,0,0,0,0,0,0,1,0,23,2,1,2,15672,48,0
888,0,1,0,0,1,0,0,0,0,0,0,0,1,34,3,1,0,6614,36,1
889,0,0,1,0,1,0,0,0,0,0,0,0,1,40,2,0,0,7824,28,1
890,0,1,0,1,0,0,0,0,0,0,0,0,1,43,3,1,1,2442,27,1
891,0,1,0,0,0,0,0,0,1,0,0,0,1,46,2,1,0,1829,15,1
892,0,1,0,0,1,0,0,0,0,0,0,0,1,38,1,1,1,2171,12,1
893,0,1,0,0,1,0,0,0,0,0,0,0,1,34,2,1,2,5800,36,1
894,0,1,0,0,0,0,0,0,1,0,0,0,1,29,2,0,0,1169,18,1
895,0,1,0,0,1,0,0,0,0,0,0,0,1,31,3,0,0,8947,36,1
896,0,0,1,0,0,0,0,0,1,0,0,0,1,28,3,1,1,2606,21,1
897,0,1,0,0,0,0,0,1,0,0,0,0,1,35,2,4,0,1592,12,1
898,0,0,1,0,0,0,0,1,0,0,0,0,1,33,1,0,0,2186,15,1
899,0,1,0,0,0,0,0,1,0,0,0,1,0,42,2,1,1,4153,18,0
900,0,0,1,0,1,0,0,0,0,0,0,1,0,43,2,1,1,2625,16,0
901,0,1,0,0,1,0,0,0,0,0,0,0,1,44,2,0,0,3485,20,1
902,1,0,0,0,1,0,0,0,0,0,0,0,1,42,2,0,0,10477,36,1
903,0,0,1,0,0,0,0,0,1,0,0,0,1,40,2,0,0,1386,15,1
904,0,1,0,0,0,0,0,0,1,0,0,0,1,36,3,1,0,1278,24,1
905,0,0,1,0,0,0,0,0,1,0,0,0,1,20,3,1,1,1107,12,1
906,0,1,0,0,1,0,0,0,0,0,0,0,1,24,1,0,1,3763,21,1
907,0,1,0,0,0,0,1,0,0,0,0,0,1,27,2,0,2,3711,36,1
908,0,1,0,0,1,0,0,0,0,0,0,0,1,46,1,1,0,3594,15,1
909,0,1,0,0,1,0,0,0,0,0,0,0,1,33,1,0,2,3195,9,1
910,0,1,0,0,0,0,0,0,1,0,0,0,1,34,2,1,0,4454,36,1
911,0,1,0,0,0,0,0,1,0,0,0,1,0,25,1,1,2,4736,24,0
912,0,1,0,0,0,0,0,0,1,0,0,0,1,25,2,0,2,2991,30,1
913,0,1,0,1,0,0,0,0,0,0,0,0,1,28,2,4,0,2142,11,1
914,0,0,1,1,0,0,0,0,0,0,0,1,0,31,2,1,1,3161,24,0
915,0,1,0,0,0,0,0,0,0,0,1,1,0,32,3,1,2,18424,48,0
916,0,1,0,0,1,0,0,0,0,0,0,0,1,32,2,2,0,2848,10,1
917,0,1,0,0,1,0,0,0,0,0,0,1,0,68,3,1,1,14896,6,0
918,0,1,0,0,0,0,0,1,0,0,0,1,0,33,2,2,1,2359,24,0
919,0,0,1,0,0,0,0,1,0,0,0,1,0,39,3,1,1,3345,24,0
920,0,1,0,0,0,0,0,1,0,0,0,0,1,28,2,1,0,1817,18,1
921,0,1,0,0,0,0,0,0,1,0,0,0,1,37,3,3,0,12749,48,1
922,0,0,1,0,0,0,0,0,1,0,0,1,0,22,2,1,1,1366,9,0
923,0,0,1,0,1,0,0,0,0,0,0,0,1,30,2,1,2,2002,12,1
924,0,1,0,0,0,0,0,1,0,0,0,1,0,55,2,1,1,6872,24,0
925,0,1,0,0,1,0,0,0,0,0,0,1,0,46,2,1,1,697,12,0
926,0,0,1,0,0,0,0,1,0,0,0,0,1,21,2,1,1,1049,18,1
927,1,0,0,0,1,0,0,0,0,0,0,1,0,39,2,1,1,10297,48,0
928,0,1,0,0,0,0,0,0,1,0,0,0,1,58,2,0,0,1867,30,1
929,0,1,0,0,1,0,0,0,0,0,0,0,1,43,1,1,1,1344,12,1
930,0,1,0,0,0,0,0,1,0,0,0,0,1,24,1,1,1,1747,24,1
931,0,1,0,0,0,0,0,0,1,0,0,1,0,22,2,1,2,1670,9,0
932,0,1,0,0,1,0,0,0,0,0,0,0,1,30,2,1,0,1224,9,1
933,0,1,0,0,0,0,0,0,1,0,0,0,1,42,2,3,0,522,12,1
934,0,1,0,0,0,0,0,0,1,0,0,0,1,23,2,1,1,1498,12,1
935,0,1,0,0,0,0,0,0,1,0,0,1,0,30,3,2,2,1919,30,0
936,0,1,0,0,0,0,0,0,1,0,0,1,0,28,1,1,4,745,9,0
937,0,0,1,0,0,0,0,0,1,0,0,0,1,30,3,1,2,2063,6,1
938,1,0,0,0,0,0,1,0,0,0,0,1,0,42,2,1,2,6288,60,0
939,0,1,0,0,1,0,0,0,0,0,0,0,1,46,3,0,0,6842,24,1
940,0,1,0,0,1,0,0,0,0,0,0,0,1,45,3,0,0,3527,12,1
941,0,1,0,0,1,0,0,0,0,0,0,0,1,31,1,1,0,1546,10,1
942,0,1,0,0,0,0,0,1,0,0,0,0,1,31,2,0,0,929,24,1
943,0,1,0,0,1,0,0,0,0,0,0,0,1,42,1,1,0,1455,4,1
944,0,0,1,0,0,0,0,1,0,0,0,0,1,46,2,1,1,1845,15,1
945,0,1,0,0,1,0,0,0,0,0,0,0,1,30,2,3,2,8358,48,1
946,1,0,0,0,0,0,0,1,0,0,0,1,0,30,2,3,1,3349,24,0
947,0,1,0,0,1,0,0,0,0,0,0,0,1,38,3,0,0,2859,12,1
948,0,1,0,0,0,0,0,1,0,0,0,1,0,43,1,1,0,1533,18,0
949,0,1,0,0,0,0,0,0,1,0,0,1,0,31,2,2,0,3621,24,0
950,0,1,0,1,0,0,0,0,0,0,0,0,1,40,0,1,2,3590,18,1
951,0,1,0,1,0,0,0,0,0,0,0,1,0,24,2,1,1,2145,36,0
952,0,0,1,0,1,0,0,0,0,0,0,1,0,28,2,3,2,4113,24,0
953,0,1,0,0,0,0,0,1,0,0,0,1,0,26,3,1,0,10974,36,0
954,0,1,0,0,1,0,0,0,0,0,0,0,1,29,2,1,1,1893,12,1
955,0,0,1,0,0,0,0,0,1,0,0,0,1,57,3,4,1,1231,24,1
956,0,1,0,0,0,0,0,0,1,0,0,0,1,49,1,0,4,3656,30,1
957,0,1,0,0,0,0,0,0,1,0,0,0,1,37,1,1,2,1154,9,1
958,0,1,0,0,1,0,0,0,0,0,0,1,0,45,1,1,1,4006,28,0
959,1,0,0,0,0,0,0,1,0,0,0,0,1,30,2,2,2,3069,24,1
960,0,0,1,0,0,0,0,0,1,0,0,0,1,30,2,1,0,1740,6,1
961,0,1,0,0,1,0,0,0,0,0,0,0,1,47,2,1,2,2353,21,1
962,0,1,0,0,1,0,0,0,0,0,0,0,1,29,2,0,0,3556,15,1
963,0,1,0,0,0,0,0,0,1,0,0,1,0,35,2,3,0,2397,24,0
964,0,1,0,0,0,0,0,0,0,1,0,0,1,22,1,1,2,454,6,1
